"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"13:43:32,2858481","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.960.288, Length: 2.976"
"13:43:32,2859058","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.028.800, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:32,2926832","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.963.264, Length: 4.256"
"13:43:32,2994308","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.967.520, Length: 4.256"
"13:43:32,3347722","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.971.776, Length: 4.256"
"13:43:32,3636159","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.976.032, Length: 4.256"
"13:43:32,4039828","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.980.288, Length: 4.256"
"13:43:32,4101036","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.984.544, Length: 4.256"
"13:43:32,4302119","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.988.800, Length: 4.256"
"13:43:32,4404375","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.993.056, Length: 2.976"
"13:43:32,4485917","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 461.996.032, Length: 4.256"
"13:43:32,4599779","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.000.288, Length: 4.256"
"13:43:32,4658729","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.004.544, Length: 4.256"
"13:43:32,4858051","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.008.800, Length: 4.256"
"13:43:32,5171225","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.013.056, Length: 4.256"
"13:43:32,5243056","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.017.312, Length: 4.256"
"13:43:32,5303871","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.021.568, Length: 4.256"
"13:43:32,5594465","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.025.824, Length: 2.976"
"13:43:32,5594869","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.094.336, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:32,5646609","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.028.800, Length: 4.256"
"13:43:32,5748889","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.033.056, Length: 4.256"
"13:43:32,5895155","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.037.312, Length: 4.256"
"13:43:32,5999298","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.041.568, Length: 4.256"
"13:43:32,6984300","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.045.824, Length: 4.256"
"13:43:32,7986252","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.050.080, Length: 4.256"
"13:43:32,8260360","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.054.336, Length: 4.256"
"13:43:32,8305063","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.058.592, Length: 2.976"
"13:43:32,8408772","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.061.568, Length: 4.256"
"13:43:32,8523995","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.065.824, Length: 4.256"
"13:43:32,8576555","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.070.080, Length: 4.256"
"13:43:32,8773204","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.074.336, Length: 4.256"
"13:43:32,8850004","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.078.592, Length: 4.256"
"13:43:32,8956049","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.082.848, Length: 4.256"
"13:43:32,9020239","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.087.104, Length: 4.256"
"13:43:32,9112549","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.091.360, Length: 2.976"
"13:43:32,9113193","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.159.872, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:32,9167910","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.094.336, Length: 4.256"
"13:43:32,9220119","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.098.592, Length: 4.256"
"13:43:32,9468134","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.102.848, Length: 4.256"
"13:43:32,9519654","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.107.104, Length: 4.256"
"13:43:32,9570697","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.111.360, Length: 4.256"
"13:43:32,9685836","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.115.616, Length: 4.256"
"13:43:32,9780635","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.119.872, Length: 4.256"
"13:43:32,9886300","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.124.128, Length: 2.976"
"13:43:32,9957815","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.382.400, Length: 4.256"
"13:43:33,0072191","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.386.656, Length: 4.256"
"13:43:33,0171626","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.390.912, Length: 4.256"
"13:43:33,0215778","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.395.168, Length: 4.256"
"13:43:33,0220398","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.462.272, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,0280552","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.399.424, Length: 4.256"
"13:43:33,0386440","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.403.680, Length: 4.256"
"13:43:33,0450260","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.407.936, Length: 4.256"
"13:43:33,0503019","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.412.192, Length: 4.256"
"13:43:33,0552784","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.416.448, Length: 4.256"
"13:43:33,0945028","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.420.704, Length: 4.256"
"13:43:33,1040479","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.424.960, Length: 4.256"
"13:43:33,1121290","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.429.216, Length: 4.256"
"13:43:33,1184383","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.433.472, Length: 4.256"
"13:43:33,1227282","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.437.728, Length: 4.256"
"13:43:33,1329207","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.441.984, Length: 4.256"
"13:43:33,1386543","System","4","ReadFile","C:\vesperia\vesperia.ori\snd\MUSIC.spb","SUCCESS","Offset: 193.446.240, Length: 1.696"
"13:43:33,1621488","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.127.104, Length: 4.256"
"13:43:33,1679180","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.131.360, Length: 4.256"
"13:43:33,1731756","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.135.616, Length: 4.256"
"13:43:33,1817150","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.139.872, Length: 4.256"
"13:43:33,1968055","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.144.128, Length: 4.256"
"13:43:33,2069947","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.148.384, Length: 4.256"
"13:43:33,2120028","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.152.640, Length: 4.256"
"13:43:33,2172566","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.156.896, Length: 2.976"
"13:43:33,2175021","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.225.408, Length: 32.768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,2250009","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.159.872, Length: 4.256"
"13:43:33,2350279","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.164.128, Length: 4.256"
"13:43:33,2391304","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.168.384, Length: 4.256"
"13:43:33,2504233","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.172.640, Length: 4.256"
"13:43:33,2619932","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.176.896, Length: 4.256"
"13:43:33,2667710","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.181.152, Length: 4.256"
"13:43:33,2710157","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.185.408, Length: 4.256"
"13:43:33,2932080","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.189.664, Length: 2.976"
"13:43:33,3024404","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.192.640, Length: 4.256"
"13:43:33,3089751","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.196.896, Length: 4.256"
"13:43:33,3140502","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.201.152, Length: 4.256"
"13:43:33,3490064","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.205.408, Length: 4.256"
"13:43:33,3547689","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.209.664, Length: 4.256"
"13:43:33,3914690","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.213.920, Length: 4.256"
"13:43:33,4065618","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.218.176, Length: 4.256"
"13:43:33,4120029","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.222.432, Length: 2.976"
"13:43:33,4158910","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.225.408, Length: 4.256"
"13:43:33,4332831","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.229.664, Length: 4.256"
"13:43:33,4509842","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.233.920, Length: 4.256"
"13:43:33,4557371","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.238.176, Length: 4.256"
"13:43:33,4751334","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.242.432, Length: 4.256"
"13:43:33,4982705","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.246.688, Length: 4.256"
"13:43:33,5458579","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.250.944, Length: 4.256"
"13:43:33,5630873","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 462.255.200, Length: 2.976"
"13:43:33,6589518","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.881.984, Length: 4.256, I/O Flags: Synchronous"
"13:43:33,6589955","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.881.984, Length: 8.192, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,7512201","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.886.240, Length: 4.256"
"13:43:33,7512588","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.890.176, Length: 4.096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,7829625","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.890.496, Length: 4.256"
"13:43:33,7830095","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.894.272, Length: 4.096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,7830331","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.927.040, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,7872772","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.894.752, Length: 4.256"
"13:43:33,7873097","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.898.368, Length: 4.096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,7908927","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.899.008, Length: 4.256"
"13:43:33,7909229","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.902.464, Length: 4.096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,7964100","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.903.264, Length: 4.256"
"13:43:33,7964409","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.906.560, Length: 4.096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,8158578","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.907.520, Length: 4.256"
"13:43:33,8158895","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.910.656, Length: 4.096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,8202332","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.911.776, Length: 2.976"
"13:43:33,8231505","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.914.752, Length: 4.256"
"13:43:33,8231812","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.914.752, Length: 8.192, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,8306846","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.919.008, Length: 4.256"
"13:43:33,8307148","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.922.944, Length: 4.096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,8364394","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.923.264, Length: 4.256"
"13:43:33,8364806","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.992.576, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,8410081","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.927.520, Length: 4.256"
"13:43:33,8476410","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.931.776, Length: 4.256"
"13:43:33,8519114","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.936.032, Length: 4.256"
"13:43:33,8560834","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.940.288, Length: 4.256"
"13:43:33,8632727","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.944.544, Length: 2.976"
"13:43:33,8669626","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.947.520, Length: 4.256"
"13:43:33,8711330","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.951.776, Length: 4.256"
"13:43:33,8747943","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.956.032, Length: 4.256"
"13:43:33,8802584","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.960.288, Length: 4.256"
"13:43:33,8849123","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.964.544, Length: 4.256"
"13:43:33,8900764","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.968.800, Length: 4.256"
"13:43:33,8980314","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.973.056, Length: 4.256"
"13:43:33,9059286","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.977.312, Length: 2.976"
"13:43:33,9134970","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.980.288, Length: 4.256"
"13:43:33,9176745","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.984.544, Length: 4.256"
"13:43:33,9221143","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.988.800, Length: 4.256"
"13:43:33,9221806","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.058.112, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:33,9260951","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.993.056, Length: 4.256"
"13:43:33,9301892","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 467.997.312, Length: 4.256"
"13:43:33,9349133","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.001.568, Length: 4.256"
"13:43:33,9415791","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.005.824, Length: 4.256"
"13:43:33,9551402","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.010.080, Length: 2.976"
"13:43:33,9605124","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.013.056, Length: 4.256"
"13:43:33,9692553","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.017.312, Length: 4.256"
"13:43:33,9730177","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.021.568, Length: 4.256"
"13:43:33,9870829","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.025.824, Length: 4.256"
"13:43:33,9907707","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.030.080, Length: 4.256"
"13:43:34,0059037","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.034.336, Length: 4.256"
"13:43:34,0191093","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.038.592, Length: 4.256"
"13:43:34,0232475","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.042.848, Length: 2.976"
"13:43:34,0472161","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.045.824, Length: 4.256"
"13:43:34,0760348","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.050.080, Length: 4.256"
"13:43:34,0917084","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.054.336, Length: 4.256"
"13:43:34,0917492","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.123.648, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:34,1025051","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.058.592, Length: 4.256"
"13:43:34,1075598","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.062.848, Length: 4.256"
"13:43:34,1300862","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.067.104, Length: 4.256"
"13:43:34,1531538","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.071.360, Length: 4.256"
"13:43:34,1590178","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.075.616, Length: 2.976"
"13:43:34,1701870","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.078.592, Length: 4.256"
"13:43:34,1865798","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.082.848, Length: 4.256"
"13:43:34,1941724","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.087.104, Length: 4.256"
"13:43:34,2126314","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.091.360, Length: 4.256"
"13:43:34,2361334","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.095.616, Length: 4.256"
"13:43:34,2422686","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.099.872, Length: 4.256"
"13:43:34,2757770","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.104.128, Length: 4.256"
"13:43:34,2971518","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.108.384, Length: 2.976"
"13:43:34,3550620","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.111.360, Length: 4.256"
"13:43:34,3721978","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.115.616, Length: 4.256"
"13:43:34,3909595","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.119.872, Length: 4.256"
"13:43:34,3910461","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.189.184, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:34,4149835","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.124.128, Length: 4.256"
"13:43:34,4191678","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.128.384, Length: 4.256"
"13:43:34,4261419","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.132.640, Length: 4.256"
"13:43:34,4363843","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.136.896, Length: 4.256"
"13:43:34,4401518","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.141.152, Length: 2.976"
"13:43:34,4452054","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.144.128, Length: 4.256"
"13:43:34,4528871","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.148.384, Length: 4.256"
"13:43:34,4583688","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.152.640, Length: 4.256"
"13:43:34,4871510","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.156.896, Length: 4.256"
"13:43:34,4903646","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.161.152, Length: 4.256"
"13:43:34,4939487","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.165.408, Length: 4.256"
"13:43:34,5138415","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.169.664, Length: 4.256"
"13:43:34,5227787","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.173.920, Length: 2.976"
"13:43:34,5376771","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.176.896, Length: 4.256"
"13:43:34,5421486","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.181.152, Length: 4.256"
"13:43:34,5472460","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.185.408, Length: 4.256"
"13:43:34,5472979","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.254.720, Length: 65.536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"13:43:34,5513505","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.189.664, Length: 4.256"
"13:43:34,5551671","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.193.920, Length: 4.256"
"13:43:34,5718871","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.198.176, Length: 4.256"
"13:43:34,5763802","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.202.432, Length: 4.256"
"13:43:34,5802473","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.206.688, Length: 2.976"
"13:43:34,5842319","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.209.664, Length: 4.256"
"13:43:34,5882354","System","4","ReadFile","C:\vesperia\vesperia.ori\map.svo","SUCCESS","Offset: 468.213.920, Length: 4.256"
